序號,縣市及鄉鎮市區,村里,避難收容處所地址,經度,緯度,避難收容處所名稱,預計收容村里,預計收容人數,適用災害類別,管理人姓名,管理人電話,室內,室外,適合避難弱者安置,is_indoor,nearest_station,aqi_value,distance_m,distance_km
4632,桃園市中壢區,龍岡里,龍岡路三段742號,121.243388,24.926071,中壢區龍岡里集會所,龍岡里,50,"水災,震災,土石流",余潔雯,03-4271801#1210,是,否,否,True,中壢,50,3727.3351168111053,3.7273351168111053
4634,新北市三峽區,安坑里,建安路67號,121.4471,24.9264,建安國小,安坑里、成福里、,292,"水災,震災,土石流,海嘯",楊慧淳,02-26726783分機102,是,是,否,True,土城,40,6235.520228718741,6.235520228718741
4635,新北市三峽區,中正里,大同路135號,121.3728,24.9266,安溪國中,礁溪里、介壽里、安溪里、中正里、大埔里、嘉添里、金圳里、二鬮里,1675,"水災,震災,土石流,海嘯",周中明,02-26717851分機150,是,是,否,True,新北（樹林）,38,2710.1457340155175,2.7101457340155175
4638,桃園市八德區,龍友里,龍宮街36巷1號,121.2582,24.9271,龍友里集會所,龍友里,40,"水災,震災",姜因龍,03-3651422,是,否,否,True,中壢,50,4692.469012173398,4.692469012173398
4639,新北市三峽區,中埔里,弘園街22號,121.3672,24.9278,中園國小,中埔里、弘道里、八張里、三峽里、,926,"水災,震災,土石流,海嘯",黃邵偉,02-86712590分機831,是,是,否,True,新北（樹林）,38,2871.845403851175,2.871845403851175
4640,新竹縣新豐鄉,青埔村,6鄰青埔子80-1號,121.0133,24.928,青埔社區老人會館,青埔村埔和村後湖村,45,"水災,震災,土石流,海嘯",徐茂淦,35597912,是,否,是,True,湖口,39,4027.65258587541,4.02765258587541
4641,桃園市平鎮區,北貴里,北貴里大仁街46號,121.2256,24.9281,獅子林社區活動中心,北富里、北貴里、龍恩里,94,"水災,震災",林玉雪,03-4280811,是,否,否,True,中壢,50,2816.89914166634,2.81689914166634
4642,桃園市大溪區,中新里,大鶯路1450巷26號,121.317064,24.928766,中興社區活動中心,中新里,50,"水災,震災,土石流",張傳,03-390-0655,是,否,否,True,新北（樹林）,38,7077.51641244097,7.07751641244097
4643,桃園市楊梅區,瑞原里,民豐路506之1號,121.112014,24.929769,瑞原社區活動中心,瑞原、水美,100,"震災,土石流",葉國桂,03-4752866,是,否,是,True,湖口,39,8086.324996750889,8.08632499675089
4644,新北市三峽區,介壽里,大同路1號,121.3785,24.9298,介壽國小,礁溪里、介壽里、中正里、溪南里、溪北里、安溪里、溪東里,289,"水災,震災,土石流,海嘯",劉志銘,02-26712392分機41,是,是,否,True,新北（樹林）,38,2189.418196119791,2.189418196119791
4645,桃園市八德區,瑞祥里,介壽路二段1233巷46-1號,121.2988,24.9303,瑞祥里集會所,瑞豐里、瑞德里、瑞祥里,128,"水災,震災",張是華,03-3685562,是,否,否,True,桃園,40,7161.752217905136,7.161752217905136
4646,新北市三峽區,安溪里,中華路42號,121.3729,24.9304,安溪國小,礁溪里、安溪里、介壽里,435,"水災,震災,土石流,海嘯",徐銘穗,02-26731488分機221,是,是,是,True,新北（樹林）,38,2325.7398578648986,2.3257398578648987
4647,桃園市八德區,大發里,興豐路2207號,121.2945,24.9308,青少年活動中心,大發里,175,水災,蘇玉惠,03-2180252,是,否,否,True,桃園,40,7157.94116642149,7.15794116642149
4650,桃園市八德區,大明里,桃鶯路134號,121.2838,24.9316,大明活動中心,大明里、大仁里、大強里,67,水災,杜鴻國,02-770083333,是,否,否,True,中壢,50,6718.3921904485505,6.718392190448551
4651,桃園市八德區,霄裡里,廟前2鄰1-1號,121.2838,24.9316,竹霄活動中心,竹園里、霄裡里,125,"水災,震災",鄭旭東,935212098,是,否,否,True,中壢,50,6718.3921904485505,6.718392190448551
4655,桃園市楊梅區,富岡里,新明街347巷2弄1號二樓,121.075161,24.93201,富岡社區活動中心,富岡、富豐,100,"水災,震災,土石流,海嘯",劉家聲,03-4725090,是,否,是,True,湖口,39,5092.376553086019,5.092376553086019
4659,桃園市楊梅區,高上里,幼獅路三段168號二樓,121.156662,24.932923,高山社區活動中心,高山、青山、高上,100,"水災,震災,土石流",李家興,03-4753628,是,否,是,True,平鎮,45,5261.191834856597,5.2611918348565965
4660,新北市三峽區,溪東里,溪東路213號,121.4057,24.9332,成福國小,溪東里、溪南里、溪北里、成福里、安坑里,261,"水災,震災,土石流,海嘯",李國梅,02-86764945分機12,是,是,是,True,新北（樹林）,38,2843.8311546326822,2.8438311546326824
4664,新北市三峽區,永?里,中山路16號,121.3697,24.9345,三峽國小,永?里、秀川里、鳶山里、三峽里、八張里、中埔里、弘道里,581,"水災,震災,土石流,海嘯",歐原誌,02-26711018分機832,是,是,否,True,新北（樹林）,38,2130.5926051440856,2.1305926051440855
4665,新北市三峽區,永?里,中山路65號,121.367,24.93479,長青市民活動中心,三峽里、秀川里、八張里、弘道里、中埔里、永館里、鳶山里,166,"水災,震災,土石流,海嘯",吳香其,26711017分機207,是,否,否,True,新北（樹林）,38,2296.295078531114,2.2962950785311143
4672,桃園市平鎮區,北興里,金陵路二段330號,121.2238,24.9358,北勢國小,金陵里、北興里、新貴里,70,"水災,震災",吳政鴻,03-4586472#510,是,否,否,True,中壢,50,1947.8394292845699,1.9478394292845698
4673,宜蘭縣頭城鎮,,頭城鎮合興里路94-1號,121.8859,24.9359,合興里-合興社區活動中心,合興里,44,"水災,震災,海嘯",張正益,03-9781287,是,否,否,True,基隆,44,24892.278173791503,24.892278173791503
4676,新北市坪林區,坪林里,坪林114號,121.71088,24.936238,新北市坪林區坪林國民小學,坪林里、水德里、石里、大林里、粗窟里、漁光里,314,"水災,震災,土石流,海嘯",吳志?,02-26656213,是,是,是,True,汐止,40,16043.461450473102,16.043461450473103
4677,桃園市楊梅區,豐野里,信義街83巷25弄23號,121.084322,24.936444,豐野社區活動中心,豐野,100,"水災,震災,土石流",黃華府,03-4728390,是,否,是,True,湖口,39,6106.153500725899,6.106153500725899
4678,桃園市楊梅區,上田里,和平路87號2樓,121.125912,24.937104,上田社區活動中心,上田,50,"水災,震災,土石流,海嘯",何秀蓉,03-4783683,是,否,是,True,平鎮,45,8073.388673035026,8.073388673035026
4679,桃園市平鎮區,北興里,金陵路2段433號,121.2248,24.9375,北興社區活動中心,北興里,51,"水災,震災",莊訓城,03-4679616,是,否,否,True,中壢,50,1776.006518386832,1.776006518386832
4680,桃園市中壢區,中堅里,台貿一街100號,121.255788,24.937684,中壢區台貿社區活動中心,中堅里,125,"水災,震災,土石流",余潔雯,03-4271801#1210,是,否,否,True,中壢,50,3854.380561926342,3.8543805619263423
4681,桃園市楊梅區,高榮里,幼獅路二段390之2號,121.16583,24.937725,高榮社區活動中心,高榮、新榮、雙榮,50,"水災,震災,土石流",宋傅玉嬌,03-4903596,是,否,是,True,平鎮,45,4198.794638853999,4.1987946388539985
4683,新北市新店區,直潭里,新北市新店區直潭路92號,121.5313,24.9378,直潭國小,塗潭里、直潭里、青潭里、太平里,1600,,吳英同,02-29112281#1209,是,是,否,True,新店,39,4415.308954781752,4.415308954781752
4684,新北市坪林區,坪林里,國中路4號,121.712825,24.938007,新北市立坪林國民中學,粗窟里、大林里、坪林里、水德里,1144,"水災,震災,土石流,海嘯",許書哲,02-26656210#13,是,是,是,True,汐止,40,15956.286611391615,15.956286611391615
4685,桃園市楊梅區,員本里,2鄰員本路532之1號,121.106168,24.938356,員本社區活動中心,員本,100,"水災,震災,土石流",黃美華,03-4724781,是,否,是,True,湖口,39,8010.285675782324,8.010285675782324
4687,新北市三峽區,鳶山里,復興路238號,121.3693,24.9391,三峽國中,永?里、龍恩里、鳶山里、龍學里、龍埔里、秀川里,1149,"水災,震災,土石流,海嘯",吳瑞祥,02-26738030,是,是,否,True,新北（樹林）,38,1809.3255712759012,1.809325571275901
4688,新北市鶯歌區,二橋里,中正三路154號,121.335,24.9393,鶯歌高職,二橋里,1513,"水災,震災,土石流,海嘯",楊祚榮,02-26780202,是,是,否,True,新北（樹林）,38,5017.735341573698,5.017735341573698
4690,桃園市中壢區,龍興里,龍岡路三段37巷92弄102號,121.23325,24.939461,中壢區龍興社區活動中心,龍德里、龍興里,60,"水災,震災,土石流",余潔雯,03-4271801#1210,是,否,否,True,中壢,50,1926.2171647193586,1.9262171647193587
4692,桃園市平鎮區,,南路三段100號,121.2189,24.9399,平鎮高中,新富里、新英里,182,"水災,震災",蘇文祥,03-4288805,是,否,否,True,中壢,50,1507.8857446848863,1.5078857446848863
4693,桃園市平鎮區,廣仁里,新光路65巷50號,121.2059,24.94,廣仁里里民集會所,廣仁里、新貴里,104,水災,黃秀滿,03-4951157,是,否,否,True,平鎮,45,1429.3267033025516,1.4293267033025516
4697,宜蘭縣頭城鎮,,頭城鎮大溪里濱海路五段249號,121.8932,24.9406,大溪里-大溪社區活動中心,大溪,62,"水災,震災,土石流",陳色雄,03-9781218,是,否,否,True,基隆,44,24836.576709871024,24.836576709871025
4698,新北市三峽區,龍埔里,大學路6號,121.377883,24.940679,龍埔國小,龍埔里、龍學里、龍恩里、溪北里、溪南里,855,"水災,震災,土石流,海嘯",王進添,26745666分機830,是,否,是,True,新北（樹林）,38,1086.3203917301632,1.0863203917301631
4699,新北市鶯歌區,二橋里,鶯歌區中正三路106號,121.3376,24.9409,二橋國小,二甲里,1284,"水災,震災,土石流,海嘯",楊祚榮,02-26780202,是,是,否,True,新北（樹林）,38,4724.651151009461,4.724651151009461
4701,桃園市平鎮區,廣仁里,延平路二段389號,121.2062,24.9419,宋屋國小,廣仁里、宋屋里,42,"水災,震災",蕭志民,03-4933654#510,是,否,否,True,平鎮,45,1226.3042633818102,1.2263042633818102
4703,桃園市八德區,瑞泰里,介壽路二段583巷12號,121.2983,24.9422,瑞泰里集會所,瑞泰里、瑞發里,70,"水災,震災",褚明賢,03-3669343,是,否,否,True,桃園,40,5855.4921031272115,5.855492103127212
4706,宜蘭縣頭城鎮,,頭城鎮龜山里路221號,121.9002,24.9426,龜山里-龜山社區活動中心,龜山,28,"水災,震災,土石流",蔣金明,03-9781306,是,否,是,True,基隆,44,25042.585170217844,25.042585170217844
4707,桃園市八德區,大信里,大興路992號,121.3008,24.9431,大信里集會所,大信里,75,"水災,震災",王沛靜,03-3680809,是,否,否,True,桃園,40,5732.283348196236,5.732283348196236
4708,桃園市八德區,大竹里,竹高厝11-2號,121.3152,24.9431,大竹里集會所,大竹里,95,"水災,震災",江正俊,03-3653900,是,否,否,True,桃園,40,5808.470845442628,5.808470845442629
4709,桃園市中壢區,振興里,龍岡路2段232號,121.229589,24.943244,中壢區新振社區活動中心,振興里,20,"水災,震災,土石流",余潔雯,03-4271801#1210,是,否,否,True,中壢,50,1369.361578644953,1.369361578644953
4710,新北市鶯歌區,尖山里,鶯歌區國中街1號,121.3422,24.9437,新北市立尖山國民中學,尖山里、南靖里,622,"水災,震災,土石流,海嘯",楊祚榮,02-26780202,是,是,否,True,新北（樹林）,38,4215.018395073698,4.215018395073698
4711,桃園市平鎮區,北華里,振平街153號,121.2196,24.9438,北勢社區活動中心,北華里.金陵里,99,"水災,震災,土石流",鄧?墩,03-4588731,是,否,否,True,中壢,50,1070.3494116945858,1.0703494116945858
4713,桃園市中壢區,後寮里,龍興路107巷21號,121.245972,24.944478,中壢區後寮里集會所,後寮里、普仁里、普慶里、龍慈里,50,"水災,震災,土石流",余潔雯,03-4271801#1210,是,否,否,True,中壢,50,2640.8364876585906,2.6408364876585906
4716,桃園市中壢區,新興里,林森路90號,121.225934,24.945355,桃園市南區老人文康活動中心,林森里、新興里,100,"水災,震災,土石流",余潔雯,03-4271801#1210,是,否,否,True,中壢,50,977.643770208733,0.977643770208733
4717,桃園市平鎮區,平興里,平興里廣泰路85號,121.2042,24.9454,平興暨宋屋里里民集會所,平興里、宋屋里,92,"水災,震災,土石流",余民宗,03-4938219,是,否,否,True,平鎮,45,818.3707887832018,0.8183707887832018
4720,桃園市八德區,廣興里,廣興路53號,121.2837,24.9456,福興活動中心,福興里、興仁里,62,水災,黃清池,3656517,是,否,否,True,桃園,40,5849.511125490427,5.849511125490427
4722,桃園市平鎮區,新富里,振興路2號,121.216,24.9457,平鎮國中,新富里、新英里,496,"水災,震災",郭真寧,03-4572150#511,是,否,否,True,中壢,50,1015.8732723828977,1.0158732723828976
4726,桃園市八德區,廣德里,雙連坡1-1號,121.2836,24.9468,廣興活動中心,廣興里、廣德里,120,"水災,震災",邱定璿,03-3628861,是,否,否,True,桃園,40,5729.915183899925,5.729915183899925
4729,桃園市八德區,大順里,介壽路2段361巷96號,121.2993,24.9474,大興活動中心,大興里、大昌里、大順里,140,水災,黃進欽,03-3666670,是,否,否,True,桃園,40,5271.823820938956,5.271823820938955
4731,桃園市中壢區,仁祥里,華祥一街21號,121.261425,24.948055,中壢區仁祥、華勛里集會所,仁和里、仁祥里、華勛里,50,"水災,震災,土石流",余潔雯,03-4271801#1210,是,否,否,True,中壢,50,4056.268584619118,4.056268584619118
4734,新北市三峽區,龍學里,大義路277號,121.376106,24.948608,北大高中,龍學里、龍恩里、龍埔里,1122,"水災,震災,土石流,海嘯",朱肇維,26742666分機600,是,是,是,True,新北（樹林）,38,750.9189735624328,0.7509189735624329
4736,新北市樹林區,南園里,學勤路555號,121.382973,24.94923,桃子腳國民中小學,東園、西園、南園、北園、柑園,3155,"震災,土石流,海嘯",事務組長高志偉,89703225#142,是,是,否,True,新北（樹林）,38,60.33517146227729,0.060335171462277286
4737,桃園市平鎮區,義民里,環南路300號,121.2063,24.9497,平興國中,義民里、平興里,21,"水災,震災",莊協倫,03-4918239#521,是,否,否,True,平鎮,45,414.04756436713666,0.41404756436713663
4738,桃園市平鎮區,義興里,義興里25鄰義興街80號,121.2092,24.9497,義興里里民集會所,義興里,99,"水災,震災,土石流",張嘉玲,03-4913346,是,否,否,True,平鎮,45,627.7330416555629,0.627733041655563
4739,新北市鶯歌區,南靖里,鶯歌區文化路395號,121.352776,24.950284,南靖里活動中心,全區,56,"水災,土石流,海嘯",宋榮美,02-26780202,是,否,是,True,新北（樹林）,38,3108.516878681888,3.108516878681888
4740,桃園市中壢區,東興里,中北路二段76巷10號,121.225243,24.950351,中壢區東興社區活動中心,東興里,100,"震災,土石流",余潔雯,03-4271801#1210,是,否,否,True,中壢,50,485.2853041107749,0.4852853041107749
4742,新北市鶯歌區,同慶里,鶯歌區尖山埔路108號,121.3448,24.9504,鶯歌國中,同慶里、東鶯里、永昌里,1093,"水災,震災,土石流,海嘯",楊祚榮,02-26780202,是,是,否,True,新北（樹林）,38,3913.7892139610244,3.9137892139610244
4743,桃園市平鎮區,新勢里,延平路一段181號,121.2168,24.9505,新勢國小,新勢里、新榮里、北勢里、北安里,140,"水災,震災",王可富,03-4937563#512,是,否,否,True,中壢,50,579.8437513612389,0.5798437513612389
4747,新北市鶯歌區,同慶里,鶯歌區尖山埔路106號,121.3458,24.9512,鶯歌國小,東湖里、建德里、中鶯里、北鶯里,1501,"水災,震災,土石流,海嘯",楊祚榮,02-26780202,是,是,否,True,新北（樹林）,38,3817.4317135633532,3.8174317135633533
4748,新北市新店區,雙坑里,新北市新店區北宜路三段66號,121.5755,24.9515,雙峰國小,雙坑里、員譚里、美潭里,255,"水災,土石流",吳英同,02-29112281#1209,是,是,否,True,新店,39,4756.595227339897,4.756595227339897
4750,新北市新店區,公崙里,新北市新店區安忠路99號,121.5093,24.952,景文科技大學,公崙里,1855,"水災,震災,土石流",吳英同,02-29112281#1209,是,是,否,True,新店,39,4009.1528861133615,4.009152886113362
4751,新北市新店區,雙城里,台北縣新店市安康路三段322號,121.4865,24.9521,雙城國小,雙城里、香坡里、日興里、玫瑰里、吉祥里、德安里、小城里、華城里、達觀里、明城里、安昌里,399,"水災,震災",吳英同,02-29112281#1209,是,是,否,True,土城,40,4857.114734491569,4.857114734491569
4753,新北市土城區,祖田里,中央路4段285號2樓,121.411937,24.952776,祖田市民活動中心,祖田里 頂新里 頂福里,50,"水災,土石流",呂惠美,02-22675698,是,否,否,True,新北（樹林）,38,2898.7071146697085,2.8987071146697083
4755,桃園市平鎮區,,中原路88號,121.2184,24.9528,新榮國小,新勢里、新榮里,196,"水災,震災",曾美玲,03-2806200#520,是,否,否,True,中壢,50,334.1196030726971,0.3341196030726971
4756,新北市新店區,國校里,新北市新店區新店路2號,121.5402,24.9529,新店國小,新店里、國校里,1795,"水災,震災,土石流",吳英同,02-29112281#1209,是,是,否,True,新店,39,2705.11170092562,2.70511170092562
4757,桃園市平鎮區,復興里,文化街189號,121.2033,24.9531,文化國小,復興里,35,"水災,震災,土石流",劉瓊慧,03-4921750#510,是,否,否,True,平鎮,45,77.51218008046665,0.07751218008046665
4759,新北市新店區,美潭里,新北市新店區北宜路二段80號,121.5523,24.9531,青潭國小,青潭里、美潭里、員潭里、雙城里、粗坑里、直潭里、中興里、文中里、長春里,203,"水災,震災",吳英同,02-29112281#1209,是,是,否,True,新店,39,3047.7947348638018,3.047794734863802
4761,新北市石碇區,格頭里,坑內1號,121.637,24.9533,雲海國小,永安里、格頭里,299,"水災,震災,土石流,海嘯",鄭淳文/李沛瑩,02-26651715#14/#16,是,是,是,True,新店,39,10363.198046571944,10.363198046571945
4763,桃園市中壢區,仁美里,榮民南路350巷內,121.256945,24.953425,中壢區仁美社區活動中心,仁美里、仁福里,55,"水災,土石流",余潔雯,03-4271801#1210,是,否,否,True,中壢,50,3562.367392948335,3.562367392948335
4764,新北市新店區,德安里,僑信路1號,121.49998,24.95362,達觀國民中小學,吉祥里、達觀里,407,"水災,土石流",吳英同,02-29112281#1209,是,是,否,True,新店,39,4626.047601470233,4.6260476014702325
4765,新北市新店區,雙城里,新北市新店區安康路3段2號5樓,121.4937,24.9538,雙城活動中心,吉祥里,132,"水災,土石流",吳英同,02-29112281#1209,是,否,否,True,新店,39,5151.566504288081,5.151566504288081
4767,桃園市中壢區,舊明里,義民路70號,121.216238,24.953916,中壢區舊明里集會所,中榮里、中壢里、舊明里,50,"震災,土石流",余潔雯,03-4271801#1210,是,否,否,True,中壢,50,552.7479368242765,0.5527479368242765
4768,桃園市平鎮區,復興里,復興街55號,121.2051,24.9544,復旦暨復興里里民集會所,復興里、復旦里,84,"水災,震災",王燕惠,03-4023489,是,否,否,True,平鎮,45,211.21666999618947,0.21121666999618946
4770,桃園市平鎮區,廣達里,廣平街1號,121.2078,24.9547,復旦國小,廣新里、廣達里,140,"水災,震災",鄧及人,03-4917491#511,是,否,否,True,平鎮,45,439.62388963479395,0.43962388963479393
4771,新北市樹林區,柑園里,柑園街二段125號,121.384115,24.95474,柑園國中,東園、西園、南園、北園、柑園,1238,"水災,震災,土石流",事務組長林俐吟,26801958轉205,是,是,否,True,新北（樹林）,38,635.476156141809,0.6354761561418091
4773,新北市鶯歌區,建國里,鶯歌區育英街2號,121.3461,24.955,建國國小,建國里、西鶯里、南鶯里,376,"水災,震災,土石流,海嘯",楊祚榮,02-26780202,是,是,是,True,新北（樹林）,38,3836.941828380127,3.836941828380127
4774,桃園市八德區,大安里,長安街65號,121.216,24.9551,大安里集會所,大安里,190,"水災,震災",林坤煌,03-3664716,是,否,否,True,中壢,50,606.7847538783036,0.6067847538783036
4775,高雄市左營區,明建里,實踐路101號,121.241045,24.955186,高雄市立立德國民中學,合群、明建、頂北里,100,"水災,震災,土石流,海嘯",林主任維哲,5817106#330,是,否,是,True,中壢,50,1968.1315454710166,1.9681315454710167
4776,桃園市平鎮區,高雙里,高雙里13鄰高雙路80號,121.1895,24.9552,高連社區活動中心,雙連里、高雙里,356,"水災,震災,土石流",劉兆青,03-4938765,是,否,否,True,平鎮,45,1487.0041465579172,1.4870041465579171
4778,新北市鶯歌區,永昌里,鶯歌區永明街22號,121.3392,24.9556,昌福國小,永昌里,1391,"水災,震災,土石流,海嘯",楊祚榮,02-26780202,是,是,否,True,新北（樹林）,38,4535.0515319436445,4.535051531943645
4779,桃園市平鎮區,廣達里,廣達里廣成街10號,121.2084,24.9558,平鎮區婦幼活動中心,廣興里、廣達里,202,"水災,震災,土石流",蕭志珊,03-4572105#2205,是,否,否,True,平鎮,45,556.8745833900317,0.5568745833900317
4780,新北市鶯歌區,北鶯里,仁愛路55號,121.354434,24.955861,北鶯里活動中心,全區,37,"水災,震災,土石流,海嘯",楊祚榮,02-26780202,是,否,是,True,新北（樹林）,38,3033.8324356077114,3.0338324356077115
4782,新北市土城區,頂福里,中央路4段205號,121.414403,24.95623,頂埔國小,頂福里 頂埔里 頂新里 祖田里,873,"水災,震災,土石流,海嘯",劉志峰,02-22686800-830,是,是,是,True,新北（樹林）,38,3218.240916082655,3.2182409160826553
4783,新北市樹林區,柑園里,柑園街一段353號,121.389362,24.956328,柑園國小,東園、西園、南園、北園、柑園,467,"震災,土石流,海嘯",事務組長周憲昆,26802507#232,是,是,否,True,新北（樹林）,38,1000.4578325125372,1.000457832512537
4787,桃園市八德區,大成里,建國路1199號5樓,121.2962,24.9567,大忠里集會所,大和里、大忠里,105,"水災,震災",劉銘勳,03-3625058,是,否,否,True,桃園,40,4303.00161023904,4.30300161023904
4788,桃園市八德區,大成里,建國路1199號4樓,121.2962,24.9567,大慶 大華里集會所,大慶里、大華里,105,"水災,震災",龔苾珍,928849305,是,否,否,True,桃園,40,4303.00161023904,4.30300161023904
4789,桃園市八德區,大成里,建國路1199號,121.2962,24.9567,大成活動中心,大成里、大和里、大愛里,105,"水災,震災",吳金銃,03-3680662,是,否,否,True,桃園,40,4303.00161023904,4.30300161023904
4790,新北市新店區,文中里,新北市新店區文中路38號,121.5392,24.9567,文山國中,文中里、廣明里、文明里、國校里、新店里、張南里,703,"水災,震災,土石流",吳英同,02-29112281#1209,是,是,否,True,新店,39,2277.656767363899,2.277656767363899
4792,新北市鶯歌區,西鶯里,中正一路203號,121.3536,24.9572,西鶯里活動中心,西鶯里、東湖里,207,"水災,震災,土石流,海嘯",楊祚榮,02-26780202,是,否,是,True,新北（樹林）,38,3154.7553438438467,3.154755343843847
4795,桃園市八德區,大安里,和平路548號,121.3042,24.9576,大安活動中心,大安里、大湳里,147,"水災,震災",江淑珍,03-3653813,是,否,否,True,桃園,40,4111.287102067432,4.111287102067432
4796,新北市新店區,文中里,新北市新店區北宜路一段39巷32號,121.5399,24.9577,文中廣明活動中心,文明里、光明里、張南里、文中里、國校里、新店里、美潭里、青潭里、員潭里、雙坑里、太平里、廣明里,45,"水災,土石流",吳英同,02-29112281#1209,是,否,否,True,新店,39,2172.950657182767,2.172950657182767
4799,新北市鶯歌區,永吉里,鶯歌區德昌二街2號,121.3329,24.9588,永吉國小,永吉里,440,"水災,震災,土石流,海嘯",楊祚榮,02-26780202,是,是,是,True,桃園,40,4873.641176732246,4.873641176732246
4800,新北市土城區,頂埔里,中央路4段55-12號,121.417311,24.958966,頂埔市民活動中心,頂埔里 沛陂里 頂福里 頂新里 祖田里,60,"水災,震災,土石流,海嘯",林忠謀,02-22678936,是,否,是,True,新北（樹林）,38,3584.6193942227615,3.5846193942227615
4803,桃園市中壢區,五權里,正大街55號,121.204444,24.959254,中壢區婦幼館,五福里、五權里,100,"震災,土石流",余潔雯,03-4271801#1210,是,否,否,True,平鎮,45,717.898086060025,0.717898086060025
4805,新北市坪林區,漁光里,大舌湖35號,121.746242,24.959584,新北市坪林區坪林國小漁光校區,漁光里,62,"水災,震災,土石流,海嘯",吳志?,02-26656213#13,是,是,是,True,汐止,40,15900.401106613404,15.900401106613405
4807,桃園市中壢區,中央里,元化路159號,121.228005,24.959848,中壢區社福館,中央里、中建里、永興里、石頭里,100,"水災,震災,土石流",余潔雯,03-4271801#1210,是,否,否,True,中壢,50,969.091310603324,0.969091310603324
4808,桃園市中壢區,過嶺里,雙福路9號,121.176781,24.959978,中壢區過嶺社區活動中心,過嶺里,55,"水災,震災,土石流",余潔雯,03-4271801#1210,是,否,否,True,平鎮,45,2860.222495231505,2.860222495231505
4810,桃園市中壢區,中央里,元化路182-2號,121.227251,24.960342,中壢區聯合長壽俱樂部〈松鶴會館〉,中央里、興南里,100,"水災,震災,土石流",余潔雯,03-4271801#1210,是,否,否,True,中壢,50,964.4221408616344,0.9644221408616344
4811,桃園市中壢區,忠義里,中華路二段369-1號,121.237458,24.960534,中壢區德義、仁義、忠義、普義里集會所,仁義里、忠義里、普義里、德義里,50,"水災,震災,土石流",余潔雯,03-4271801#1210,是,否,否,True,中壢,50,1785.602336729499,1.785602336729499
4813,新北市新店區,頂城里,新北市新店區安康路一段9-1號,121.532147,24.960733,頂城市民活動中心,頂城里、太平里、美城里,119,"震災,土石流,海嘯",吳英同,29112281#1209,是,否,否,True,新店,39,1912.858686136439,1.912858686136439
4814,桃園市八德區,大智里,大智里福國北街220號,121.295,24.9608,八德市綜合大樓三樓,大福里、大正里、大宏里、大智里、大慶里、陸光里,182,"水災,震災",吳淳洋,03-3752690,是,否,否,True,桃園,40,3889.5000651458563,3.8895000651458562
4815,新北市土城區,永寧里,永寧路32巷10弄10號,121.42864,24.961098,永寧市民活動中心,永寧里 大安里,30,"水災,土石流,海嘯",周清芳,02-22696053,是,否,是,True,土城,40,3336.3304960142355,3.3363304960142353
4817,新北市新店區,公崙里,新北市新店區安忠路36號,121.5142,24.9613,安坑國小,安昌里、德安里、明城里、小城里、公崙里、雙城里、日興里、玫瑰里,901,"水災,震災,土石流",吳英同,02-291122811#1209,是,是,否,True,新店,39,2962.724184903694,2.9627241849036943
4818,桃園市中壢區,中山里,榮民路396號,121.261501,24.96168,中壢區中正、中山里集會所,中山里、中正里、中興里、自信里、篤行里,50,"水災,震災,土石流",余潔雯,03-4271801#1210,是,否,否,True,中壢,50,4128.510823845888,4.128510823845888
4821,桃園市中壢區,光明里,新明路223號,121.216903,24.962185,中壢區光明、新明、永光里集會所,永光里、光明里、新明里,50,"水災,震災,土石流",余潔雯,03-4271801#1210,是,否,否,True,中壢,50,1097.5869250053393,1.0975869250053392
4823,新北市土城區,永寧里,永寧路18號,121.430192,24.962522,土城國中,大安里 永寧里 沛陂里,1384,"水災,震災,土石流,海嘯",劉明志,02-22675135-401,是,否,是,True,土城,40,3113.988782024642,3.1139887820246424
4828,桃園市八德區,大智里,福國北街221號,121.2968,24.9634,大智里集會所,大智里、大同里,23,"水災,震災",邱繼村,03-3612969,是,否,否,True,桃園,40,3565.6237923970634,3.5656237923970635
4831,新北市土城區,沛陂里,三民路23巷8弄9號,121.419474,24.963872,沛陂市民活動中心,沛陂里 永寧里 頂埔里,50,"水災,震災,土石流",林阿城,02-22681535,是,否,是,True,土城,40,3868.140815077523,3.8681408150775227
4832,宜蘭縣頭城鎮,,頭城鎮大里里濱海路六段251號,121.92,24.9639,大里里-大里社區活動中心,大里、石城,184,"水災,震災",蕭藍愛杏,03-9781156,是,否,否,True,基隆,44,24405.92578810219,24.40592578810219
4835,桃園市八德區,茄苳里,永豐路170號,121.2786,24.9649,茄白活動中心,茄苳里、白鷺里,136,"水災,震災",劉勝峰,03-3626758,是,否,否,True,桃園,40,4243.725614466685,4.243725614466685
4842,新北市新店區,柴埕里,新北市新店區安興路1號,121.5149,24.9663,及人高中,柴埕里、安和里,2774,"水災,震災,土石流",吳英同,02-291122811209,是,是,否,True,新店,39,2607.5395280700654,2.6075395280700655
4843,新北市新店區,五?里,新北市新店區中興路一段253號,121.544,24.9664,五峰國中,五峰里、長春里、新德里、張北里,1103,"水災,震災,土石流",吳英同,02-29112281#1209,是,是,否,True,新店,39,1353.3458922210166,1.3533458922210166
4846,新北市鶯歌區,鳳鳴里,鶯歌區永和街33號,121.3318,24.9671,鳳鳴國中,鳳福里、鳳祥里,527,"水災,震災,土石流,海嘯",楊祚榮,02-26780202,是,是,否,True,桃園,40,4082.947001611788,4.082947001611788
